Nr.,Pardavimo s?skaitos data,Pardavimo s?skaitos serija,Kodas,Pavadinimas,Kiekis be mato,Matas,Kiekis,Pardavimo s?skaitos grup?,Pardavimo suma be PVM
970296.00,2018-11-16,DKS-0008116,C 37 153,Oro filtras MANN,1.00,vnt.,1.00 vnt.,Kauno realizacija,5.63
970298.00,2018-11-16,DKS-0008116,TE5W30MOBIL3000,Sintetin? alyva varik. Super 3000XE 5W30 229.51 MOBIL,5.00,l.,5.00 l.,Kauno realizacija,16.03
970304.00,2018-11-16,AKU-1825289,A5411300890,Bakelis,1.00,vnt.,1.00 vnt.,Kauno realizacija,111.03
970306.00,2018-11-15,AKU-1825251,330076T,Plomba švinin?,1.00,vnt.,1.00 vnt.,Kauno servisas,0.00
970307.00,2018-11-15,AKU-1825251,7949027,Plomba raudona,1.00,vnt.,1.00 vnt.,Kauno servisas,0.00
970308.00,2018-11-15,AKU-1825251,330087,Plombavimo viela 40 cm 1.4 mm,1.00,vnt.,1.00 vnt.,Kauno servisas,0.00
970309.00,2018-11-16,AKU-1825274,A25188500269999,Dangtelis žib. purkštuko d.p. ,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,23.08
970311.00,2018-11-16,AKU-1825274,A25188501269999,Dangtelis žib. purkštuko k.p.,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,23.08
970313.00,2018-11-16,AKU-1825285,Q0009277V009CE0A00,Žibinto apdaila,1.00,vnt.,1.00 vnt.,Kauno realizacija,35.85
970314.00,2018-11-16,AKU-1825285,A271010037264,Tepalo matuokl?,1.00,vnt.,1.00 vnt.,Kauno realizacija,12.49
970318.00,2018-11-16,AKU-1825285,A0018261982,Pos?kio lizdas,1.00,vnt.,1.00 vnt.,Kauno realizacija,14.36
970321.00,2018-11-16,AKU-1825285,A63969032629999,Apdailos juosta,1.00,vnt.,1.00 vnt.,Kauno realizacija,13.06
970322.00,2018-11-16,AKU-1825285,A2108311058,Grotel?s,1.00,vnt.,1.00 vnt.,Kauno realizacija,11.81
970323.00,2018-11-16,AKU-1825285,A2108310958,Grotel?s,1.00,vnt.,1.00 vnt.,Kauno realizacija,11.81
970325.00,2018-11-16,AKU-1825285,A2157580058,Žvaigžd?,1.00,vnt.,1.00 vnt.,Kauno realizacija,13.14
970327.00,2018-11-16,AKU-1825285,A2720940080,Tarpin?,1.00,vnt.,1.00 vnt.,Kauno realizacija,5.02
970329.00,2018-11-16,AKU-1825285,A0039970689,Jungtis,1.00,vnt.,1.00 vnt.,Kauno realizacija,3.64
970330.00,2018-11-16,AKU-1825285,A0028270301,Antena radijo pagrindas,1.00,vnt.,1.00 vnt.,Kauno realizacija,38.49
970331.00,2018-11-15,AKU-1825208,12025,Plokš?ias kištukas6.3x0.8 K809,2.00,vnt.,2.00 vnt.,Vilniaus servisas,0.53
970332.00,2018-11-16,AKU-1825337,TE75W90GL4FUCHS,Alyva transm. sintetin? TITAN  CYTRAC  SYNTH 75W90 GL4  (235.11)  FUCHS,2.00,l.,2.00 l.,Vilniaus servisas,15.46
970339.00,2018-11-17,AKU-1825389,78913,Skardin? veržl? 24x16 R4.8 BERNER,4.00,vnt.,4.00 vnt.,Klaip?dos servisas,1.19
970356.00,2018-11-16,AKU-1825312,A2045017182,Žarnel? 2045010982,1.00,vnt.,1.00 vnt.,Vilniaus realizacija,34.00
970365.00,2018-11-15,AKU-1825227,330076T,Plomba švinin?,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.00
970366.00,2018-11-16,AKU-1825357,330076T,Plomba švinin?,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.00
970367.00,2018-11-15,AKU-1825227,330072T,Plomba maža raudona,2.00,vnt.,2.00 vnt.,Vilniaus servisas,0.00
970368.00,2018-11-16,AKU-1825286,A2402701700,Vožtuvas,1.00,vnt.,1.00 vnt.,Kauno realizacija,48.67
970370.00,2018-11-15,AKU-1825209,330074T,Plomba galin? raudona,2.00,vnt.,2.00 vnt.,Šiauli? servisas,0.47
970371.00,2018-11-15,AKU-1825212,330076T1,Plomba švinin?,1.00,vnt.,1.00 vnt.,Kauno servisas,0.00
970372.00,2018-11-15,AKU-1825212,330087,Plombavimo viela 40 cm 1.4 mm,1.00,vnt.,1.00 vnt.,Kauno servisas,0.00
970374.00,2018-11-15,AKU-1825212,7949027,Plomba raudona,2.00,vnt.,2.00 vnt.,Kauno servisas,0.00
970375.00,2018-11-15,AKU-1825212,13810001,Baterija 1381 tachografui,1.00,vnt.,1.00 vnt.,Kauno servisas,0.00
970378.00,2018-11-15,AKU-1825211,51646,R?dži? tirpiklis su grafitu 400ml BERNER,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,6.61
970379.00,2018-11-15,AKU-1825217,252069100100,Degiklis Airtronic D2 EBERSPACHER,1.00,vnt.,1.00 vnt.,Kauno realizacija,69.28
970380.00,2018-11-16,AKU-1825326,A9334203349,Vamzdis kompresoriaus,1.00,vnt.,1.00 vnt.,Vilniaus realizacija,70.26
970382.00,2018-11-16,AKU-1825340,A0002607198,Kulis?,1.00,vnt.,1.00 vnt.,Vilniaus servisas,1557.48
970383.00,2018-11-16,AKU-1825340,A0012603463,Pavar? perjungimo cilindras d.p.,1.00,vnt.,1.00 vnt.,Vilniaus servisas,452.23
970384.00,2018-11-16,AKU-1825340,11618,Duslintuvo vamzdis DINEX,1.00,vnt.,1.00 vnt.,Vilniaus servisas,41.34
970391.00,2018-11-16,AKU-1825327,A5419970645,Guminis O-žiedas ,4.00,vnt.,4.00 vnt.,Vilniaus servisas,10.79
970392.00,2018-11-15,AKU-1825225,330087,Plombavimo viela 40 cm 1.4 mm,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.00
970393.00,2018-11-15,AKU-1825225,330076T,Plomba švinin?,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.00
970394.00,2018-11-16,AKU-1825327,A5419970545,Guminis žiedas ,4.00,vnt.,4.00 vnt.,Vilniaus servisas,10.84
970395.00,2018-11-15,AKU-1825225,330072T,Plomba maža raudona,2.00,vnt.,2.00 vnt.,Vilniaus servisas,0.00
970396.00,2018-11-15,AKU-1825231,330087,Plombavimo viela 40 cm 1.4 mm,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.00
970397.00,2018-11-15,AKU-1825231,330076T,Plomba švinin?,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.00
970398.00,2018-11-15,AKU-1825231,330072T,Plomba maža raudona,2.00,vnt.,2.00 vnt.,Vilniaus servisas,0.00
970399.00,2018-11-16,AKU-1825317,A0008694021,Lang? apiplovimo siurblys,1.00,vnt.,1.00 vnt.,Vilniaus realizacija,35.64
970402.00,2018-11-16,AKU-1825277,A9067605604,Troselis,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,22.36
970403.00,2018-11-15,AKU-1825223,REST0050,Starterio remontas,1.00,vnt.,1.00 vnt.,Vilniaus servisas,128.93
970410.00,2018-11-16,AKU-1825275,DETA001,Filtras,1.00,vnt.,1.00 vnt.,Vilniaus servisas,45.86
970412.00,2018-11-16,AKU-1825275,DETA002,Pyldimo filtras su rez. vent. ,1.00,vnt.,1.00 vnt.,Vilniaus servisas,13.94
970413.00,2018-11-16,AKU-1825275,DETA003,Alsuoklio filtro elementas,1.00,vnt.,1.00 vnt.,Vilniaus servisas,18.16
970416.00,2018-11-16,AKU-1825275,DETA004,Hidrauline alyva,120.00,l.,120.00 l.,Vilniaus servisas,405.28
970419.00,2018-11-16,AKU-1825275,RESTA001,Hidraulin? sistema. remontas,3.50,val.,3.50 val.,Vilniaus servisas,105.00
970428.00,2018-11-15,AKU-1825261,A0054322901,Resiveris,1.00,vnt.,1.00 vnt.,Vilniaus servisas,74.23
970431.00,2018-11-15,AKU-1825246,REST001,Hidraulin? sistema. remontas,3.50,val.,3.50 val.,Vilniaus servisas,105.00
970433.00,2018-11-15,AKU-1825246,DET001,Filtro elementas,1.00,vnt.,1.00 vnt.,Vilniaus servisas,44.00
970434.00,2018-11-15,AKU-1825246,DET002,Filtras,1.00,vnt.,1.00 vnt.,Vilniaus servisas,22.92
970436.00,2018-11-15,AKU-1825246,DET003,Filtras 2vnt,2.00,vnt.,2.00 vnt.,Vilniaus servisas,39.51
970437.00,2018-11-15,AKU-1825246,DET004,Gaminys BOM,1.00,vnt.,1.00 vnt.,Vilniaus servisas,125.69
970444.00,2018-11-15,AKU-1825263,A9418900389,?ranki? d?ž?s užraktas,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,16.99
970450.00,2018-11-15,AKU-1825241,DE970450,Pamina akseleratoriaus su kronšteinu,1.00,val.,1.00 val.,Kauno servisas,33.32
970454.00,2018-11-15,AKU-1825252,KL5-20,!Lang? plovimo skystis žieminis. -21C  5L,3.00,vnt.,3.00 vnt.,Kauno servisas,8.88
970455.00,2018-11-15,AKU-1825261,113820,Dirželis laidams 4.8x286 BERNER,3.00,vnt.,3.00 vnt.,Vilniaus servisas,0.21
970457.00,2018-11-15,AKU-1825241,DE970457,Ling?s lapas,1.00,val.,1.00 val.,Kauno servisas,45.81
970458.00,2018-11-15,AKU-1825261,182853,Dirželis laidams 3.6x205 BERNER,5.00,vnt.,5.00 vnt.,Vilniaus servisas,0.18
970461.00,2018-11-16,AKU-1825327,620V,Varinis žiedas 14x20x1.5 BERNER,2.00,vnt.,2.00 vnt.,Vilniaus servisas,0.60
970462.00,2018-11-16,AKU-1825327,825,Varinis žiedas 16x22x1.5 BERNER,2.00,vnt.,2.00 vnt.,Vilniaus servisas,0.96
970469.00,2018-11-16,AKU-1825368,JBJ1049,Šarnyras pr. pakabos d.p. TRW,1.00,vnt.,1.00 vnt.,Šiauli? servisas,14.09
970474.00,2018-11-15,AKU-1825235,330087,Plombavimo viela 40 cm 1.4 mm,1.00,vnt.,1.00 vnt.,Šiauli? servisas,0.00
970477.00,2018-11-15,AKU-1825235,330076T,Plomba švinin?,1.00,vnt.,1.00 vnt.,Šiauli? servisas,0.00
970486.00,2018-11-15,AKU-1825236,MBSMULK,Detali? siuntimas,1.00,vnt.,1.00 vnt.,Kauno realizacija,2.07
970506.00,2018-11-15,AKU-1825255,019.003-00A,Bako kamštis rakinamas PE,1.00,vnt.,1.00 vnt.,Vilniaus servisas,12.65
970513.00,2018-11-15,AKU-1825242,L7528,Lemput? 12V 21/5W OSRAM,1.00,vnt.,1.00 vnt.,Šiauli? servisas,0.77
970515.00,2018-11-15,AKU-1825242,L7506,Lemput? 12V 21W OSRAM,1.00,vnt.,1.00 vnt.,Šiauli? servisas,0.52
970516.00,2018-11-15,AKU-1825242,AUŠSK-35 ŽA,Aušinimo skystis -35 žalias 5 kg,2.50,l.,2.50 l.,Šiauli? servisas,3.50
970519.00,2018-11-16,AKU-1825366,64.1100,Automatin? stabdži? veleno svirtis AYDINSAN,1.00,vnt.,1.00 vnt.,Kauno servisas,59.36
970520.00,2018-11-16,AKU-1825267,336823,Jungtis užsilydanti Duraseal m?l. BERNER,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,0.55
970526.00,2018-11-15,AKU-1825247,A0019903999,Varžtas žibinto,2.00,vnt.,2.00 vnt.,Kauno servisas,37.50
970528.00,2018-11-15,AKU-1825248,MBSMULK,Ventilio prailginimas(naudotas),1.00,vnt.,1.00 vnt.,Kauno servisas,1.50
970534.00,2018-11-15,AKU-1825401,A9703200044,Ling?s ?vor? Atego 16mm,1.00,vnt.,1.00 vnt.,Kauno servisas,14.10
970539.00,2018-11-16,AKU-1825299,1320840A,Duslintuvas D38mm ,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,52.00
970540.00,2018-11-16,AKU-1825366,170239,Aerozoliniai dažai juodi matiniai Profi 500ml BERNER,1.00,vnt.,1.00 vnt.,Kauno servisas,7.21
970541.00,2018-11-16,AKU-1825299,1320194A,Apkaba 39-42mm,3.00,vnt.,3.00 vnt.,Klaip?dos realizacija,14.05
970547.00,2018-11-15,AKU-1825256,22976,Pakabinamas guolis FEBI,1.00,vnt.,1.00 vnt.,Kauno servisas,65.07
970549.00,2018-11-15,AKU-1825263,05524,Rato smeig? FEBI,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,2.02
970550.00,2018-11-15,AKU-1825263,04029,Rato veržl? M22 FEBI,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,0.96
970557.00,2018-11-17,AKU-1825389,AARA0050,Aušinimo skystis raudonas G12 -35*C ELITE 5L,2.00,vnt.,2.00 vnt.,Klaip?dos servisas,20.23
970562.00,2018-11-18,AKU-1825425,8951000349,Stabdži? kranas,1.00,vnt.,1.00 vnt.,Šiauli? servisas,217.44
970565.00,2018-11-16,AKU-1825366,TEEP1,Tepalas plastinis Mobilux EP1 MOBIL,0.60,kg.,0.60 kg.,Kauno servisas,3.69
970566.00,2018-11-15,AKU-1825262,9028635A,*Siurblys cirkuliacinis U4847 Axial 24V Thermo PRO 50 ECO WEBASTO,1.00,vnt.,1.00 vnt.,Kauno servisas,183.72
970570.00,2018-11-15,DKS-0008114,TE5W30MOBIL3000,Sintetin? alyva varik. Super 3000XE 5W30 229.51 MOBIL,3.00,l.,3.00 l.,Kauno realizacija,9.62
970572.00,2018-11-16,AKU-1825368,JBJ817,Šarnyras pr. pakabos k.p. TRW,1.00,vnt.,1.00 vnt.,Šiauli? servisas,16.39
970574.00,2018-11-15,AKU-1825259,TE10W40MOBILPS,Alyva pusiau sintetin? Delvac MX EXTRA 10W40 MOBIL,5.00,l.,5.00 l.,Šiauli? servisas,16.23
970575.00,2018-11-18,AKU-1825422,PHI 13620/1,Lemput? 55/50W R2 P45t 24V PHILIPS,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,2.56
970581.00,2018-11-17,AKU-1825390,641391,Apkaba žarnai 15-24mm BERNER,2.00,vnt.,2.00 vnt.,Klaip?dos servisas,2.09
970589.00,2018-11-18,AKU-1825422,173614,Sraigtas DIN968 su poveržle 4.8x19 BERNER,4.00,vnt.,4.00 vnt.,Klaip?dos servisas,0.42
970593.00,2018-11-17,DKS-0008124,TE5W30MOBIL3000,Sintetin? alyva varik. Super 3000XE 5W30 229.51 MOBIL,5.00,l.,5.00 l.,Kauno servisas,16.03
970613.00,2018-11-16,AKU-1825345,7800006T,Tachografo plombavimo dangtelis SE5000,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.00
970637.00,2018-11-18,AKU-1825422,L3930,Lemput? T4W 24V OSRAM,2.00,vnt.,2.00 vnt.,Klaip?dos servisas,0.99
970638.00,2018-11-18,AKU-1825422,138810,Saugiklis midi 20A geltonas BERNER,2.00,vnt.,2.00 vnt.,Klaip?dos servisas,0.33
970639.00,2018-11-18,AKU-1825422,336823,Jungtis užsilydanti Duraseal m?l. BERNER,6.00,vnt.,6.00 vnt.,Klaip?dos servisas,3.41
970640.00,2018-11-18,AKU-1825422,12378,T?tel? plokš. M?L 6.3mm BERNER,8.00,vnt.,8.00 vnt.,Klaip?dos servisas,2.21
970641.00,2018-11-18,AKU-1825422,4X0.75,Kabelis lankstus 4x0.75mm,2.00,m.,2.00 m.,Klaip?dos servisas,1.16
970642.00,2018-11-18,AKU-1825422,97128,Varžtas M4x30 DIN933-8.8c.,6.00,vnt.,6.00 vnt.,Klaip?dos servisas,1.37
970646.00,2018-11-16,AKU-1825369,L64210,Lemput? H7 55W OSRAM,2.00,vnt.,2.00 vnt.,Kauno servisas,6.18
970651.00,2018-11-16,AKU-1825332,A3059970345,Riebokšlis stebul?s galin?s Vario. Atego,1.00,vnt.,1.00 vnt.,Vilniaus servisas,6.80
970652.00,2018-11-16,AKU-1825335,32 91 7818,Rato varžtas VW,4.00,vnt.,4.00 vnt.,Kauno realizacija,5.57
970667.00,2018-11-16,AKU-1825355,116119,Valytuvas 340mm SWF,1.00,vnt.,1.00 vnt.,Kauno realizacija,3.75
970668.00,2018-11-16,AKU-1825355,116148,Valytuvas 600mm SWF,1.00,vnt.,1.00 vnt.,Kauno realizacija,10.83
970672.00,2018-11-16,AKU-1825307,37258 01,Vairo trauk? skersin? LEMFORDER,1.00,vnt.,1.00 vnt.,Vilniaus servisas,228.23
970794.00,2018-11-16,AKU-1825304,252070992000,+Ventiliatorius AIRTR.D2 24V EBERSPACHER,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,81.16
970807.00,2018-11-16,DKS-0008117,2467010003,Kuro siurblio rem. komplektas BOSCH,1.00,vnt.,1.00 vnt.,Kauno servisas,6.12
970814.00,2018-11-18,AKU-1825422,336823,Jungtis užsilydanti Duraseal m?l. BERNER,15.00,vnt.,15.00 vnt.,Klaip?dos servisas,8.53
970815.00,2018-11-18,AKU-1825422,12378,Tiesi jungtis 1.5 - 2.5 mm². 6.3x0.8 Plokš?ia. M?l. BERNER ,2.00,vnt.,2.00 vnt.,Klaip?dos servisas,0.55
970816.00,2018-11-18,AKU-1825422,12610,MEL 6.3mm t?tel? plokš?ia BERNER,8.00,vnt.,8.00 vnt.,Klaip?dos servisas,2.25
970818.00,2018-11-18,AKU-1825422,97497,Varžtas M8X30 DIN933-8.8c BERNER,4.00,vnt.,4.00 vnt.,Klaip?dos servisas,1.12
970819.00,2018-11-18,AKU-1825422,7463,Poveržl? M8 BERNER,4.00,vnt.,4.00 vnt.,Klaip?dos servisas,0.19
970821.00,2018-11-18,AKU-1825422,L5627,Lemput? 5W 24V su met. cokoliu OSRAM,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,0.42
970823.00,2018-11-18,AKU-1825422,L7511,Lemput? 21W 24V OSRAM,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,0.53
970826.00,2018-11-16,AKU-1825301,330072T,Plomba maža raudona,2.00,vnt.,2.00 vnt.,Vilniaus servisas,0.00
970828.00,2018-11-16,AKU-1825301,330076T,Plomba švinin?,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.00
970829.00,2018-11-16,AKU-1825301,330087,Plombavimo viela 40 cm 1.4 mm,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.00
970834.00,2018-11-16,AKU-1825356,TRL1054,Oro pagalv? TRAILERLINE,2.00,vnt.,2.00 vnt.,Kauno servisas,164.13
970835.00,2018-11-16,AKU-1825356,4721950160,Vožtuvas ABS moduliatorius WABCO,1.00,vnt.,1.00 vnt.,Kauno servisas,65.17
970841.00,2018-11-16,AKU-1825290,MBSMULK,Detali? siuntimas,1.00,vnt.,1.00 vnt.,Kauno realizacija,2.07
970846.00,2018-11-16,AKU-1825321,330087,Plombavimo viela 40 cm 1.4 mm,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.00
970848.00,2018-11-16,AKU-1825321,330076T,Plomba švinin?,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.00
970849.00,2018-11-16,AKU-1825321,330072T,Plomba maža raudona,2.00,vnt.,2.00 vnt.,Vilniaus servisas,0.00
970850.00,2018-11-16,AKU-1825321,13810001,Baterija 1381 tachografui,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.00
970859.00,2018-11-16,AKU-1825298,9028635A,*Siurblys cirkuliacinis U4847 Axial 24V Thermo PRO 50 ECO WEBASTO,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,172.91
970861.00,2018-11-16,AKU-1825300,330074T,Plomba galin? raudona,2.00,vnt.,2.00 vnt.,Šiauli? servisas,0.52
970871.00,2018-11-16,AKU-1825314,MBSMULK,Detali? siuntimas,1.00,vnt.,1.00 vnt.,Kauno realizacija,3.72
970876.00,2018-11-16,AKU-1825309,08972,Vairo stiprintuvo alyva  gelt. 1l. 236.3 FEBI,2.00,vnt.,2.00 vnt.,Kauno realizacija,12.40
970894.00,2018-11-16,AKU-1825309,15-07-03-0013,Laikiklis gal. virš. sparno guminis MP4 MEGA,2.00,vnt.,2.00 vnt.,Kauno realizacija,3.49
970928.00,2018-11-16,AKU-1825365,K S00 000 664,Vairo stiprintuvas BOSCH,1.00,vnt.,1.00 vnt.,Kauno servisas,218.63
970931.00,2018-11-16,AKU-1825319,3801914,Veidrodžio žibintas KP IVECO,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,31.62
970932.00,2018-11-16,AKU-1825319,3801928,Išorinio veidrodžio stiklas IVECO,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,26.01
970934.00,2018-11-16,AKU-1825320,1322176B,Išmetimo vamzdis WEBASTO S 22/26mm,0.40,m.,0.40 m.,Vilniaus realizacija,8.26
970936.00,2018-11-16,AKU-1825334,330076T,Plomba švinin?,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.00
970937.00,2018-11-16,AKU-1825334,330072T,Plomba maža raudona,2.00,vnt.,2.00 vnt.,Vilniaus servisas,0.00
970938.00,2018-11-16,AKU-1825334,13810001,Baterija 1381 tachografui,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.00
970948.00,2018-11-16,AKU-1825325,SUN1,Aušinimo skystis koncentruotas SUNOCO G11,3.00,l.,3.00 l.,Kauno servisas,10.07
970956.00,2018-11-16,DKS-0008117,530008230,Diržo ?temp. komplektas su pompa INA,1.00,vnt.,1.00 vnt.,Kauno servisas,90.53
970961.00,2018-11-16,AKU-1825332,KX 67/2D ECO ,Kuro filtras 904LA MAHLE,1.00,vnt.,1.00 vnt.,Vilniaus servisas,7.00
970963.00,2018-11-16,AKU-1825357,330087,Plombavimo viela 40 cm 1.4 mm,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.00
970964.00,2018-11-16,AKU-1825357,330072T,Plomba maža raudona,2.00,vnt.,2.00 vnt.,Vilniaus servisas,0.00
970965.00,2018-11-16,AKU-1825357,13810001,Baterija 1381 tachografui,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.00
970967.00,2018-11-16,AKU-1825324,REMELIS,Valstybinio numerio r?melis,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,1.19
970968.00,2018-11-18,AKU-1825408,L5007,Lemput? 12V 5W OSRAM,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.46
970969.00,2018-11-18,AKU-1825408,336823,Jungtis užsilydanti Duraseal m?l. BERNER,2.00,vnt.,2.00 vnt.,Vilniaus servisas,1.17
970970.00,2018-11-18,AKU-1825408,113820,Dirželis laidams 4.8x286 BERNER,8.00,vnt.,8.00 vnt.,Vilniaus servisas,0.57
970972.00,2018-11-16,AKU-1825332,113820,Dirželis laidams 4.8x286 BERNER,6.00,vnt.,6.00 vnt.,Vilniaus servisas,0.43
970973.00,2018-11-18,AKU-1825422,25100,Daviklis FAE,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,13.76
970974.00,2018-11-17,AKU-1825400,L5627,Lemput? 5W 24V su met. cokoliu OSRAM,3.00,vnt.,3.00 vnt.,Kauno servisas,1.45
970983.00,2018-11-17,AKU-1825394,330076T,Plomba švinin?,1.00,vnt.,1.00 vnt.,Kauno servisas,0.00
970984.00,2018-11-17,AKU-1825394,13810021,Tachografo jung?i? dangtelis DTCO 3.0,1.00,vnt.,1.00 vnt.,Kauno servisas,0.00
970985.00,2018-11-17,AKU-1825394,7949027,Plomba raudona,1.00,vnt.,1.00 vnt.,Kauno servisas,0.00
970986.00,2018-11-17,AKU-1825394,330087,Plombavimo viela 40 cm 1.4 mm,1.00,vnt.,1.00 vnt.,Kauno servisas,0.00
970988.00,2018-11-16,AKU-1825331,252145992000,Ventiliatorius Airtronic D4S EBERSPACHER,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,136.36
970992.00,2018-11-16,AKU-1825344,252069100100,Degiklis Airtronic D2 EBERSPACHER,1.00,vnt.,1.00 vnt.,Šiauli? servisas,76.97
970993.00,2018-11-16,AKU-1825345,330087,Plombavimo viela 40 cm 1.4 mm,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.00
970994.00,2018-11-16,AKU-1825345,330076T,Plomba švinin?,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.00
970995.00,2018-11-16,AKU-1825345,330072T,Plomba maža raudona,2.00,vnt.,2.00 vnt.,Vilniaus servisas,0.00
970999.00,2018-11-18,AKU-1825415,A0025429918,Salono temperat?ros daviklis MP111 (naudotas),1.00,vnt.,1.00 vnt.,Vilniaus servisas,81.00
971001.00,2018-11-17,AKU-1825400,20A,Saugiklis midi 20A gelton BERNER,1.00,vnt.,1.00 vnt.,Kauno servisas,0.38
971003.00,2018-11-17,AKU-1825400,47259,Vamzdis išmetimo lankstus DINEX,1.00,vnt.,1.00 vnt.,Kauno servisas,24.37
971004.00,2018-11-17,AKU-1825400,06670440133,S?varža DINEX,1.00,vnt.,1.00 vnt.,Kauno servisas,5.72
971005.00,2018-11-17,AKU-1825400,06670440122,S?varža DT,1.00,vnt.,1.00 vnt.,Kauno servisas,5.58
971006.00,2018-11-17,AKU-1825400,81962100538,Pagalv? 82*67*19 ling?s SAMPA,2.00,vnt.,2.00 vnt.,Kauno servisas,6.25
971015.00,2018-11-16,AKU-1825340,202.285,Tepalo vamzdis SAMPA,1.00,vnt.,1.00 vnt.,Vilniaus servisas,30.49
971016.00,2018-11-16,AKU-1825340,A9402614783,Tepalo vamzdis,1.00,vnt.,1.00 vnt.,Vilniaus servisas,46.02
971018.00,2018-11-17,AKU-1825392,N000000005915,Veržl? M24x1.5 siaura,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,1.08
971019.00,2018-11-16,AKU-1825350,330087,Plombavimo viela 40 cm 1.4 mm,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.00
971020.00,2018-11-16,AKU-1825350,330076T,Plomba švinin?,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.00
971021.00,2018-11-16,AKU-1825350,330072T,Plomba maža raudona,2.00,vnt.,2.00 vnt.,Vilniaus servisas,0.00
971024.00,2018-11-16,AKU-1825339,MBSMULK,Detali? siuntimas,1.00,vnt.,1.00 vnt.,Kauno realizacija,2.89
971025.00,2018-11-17,AKU-1825395,7949027,Plomba raudona,1.00,vnt.,1.00 vnt.,Kauno servisas,0.00
971026.00,2018-11-17,AKU-1825395,330076T,Plomba švinin?,1.00,vnt.,1.00 vnt.,Kauno servisas,0.00
971027.00,2018-11-17,AKU-1825395,13810001,Baterija 1381 tachografui,1.00,vnt.,1.00 vnt.,Kauno servisas,0.00
971028.00,2018-11-17,AKU-1825395,13810021,Tachografo jung?i? dangtelis DTCO 3.0,1.00,vnt.,1.00 vnt.,Kauno servisas,0.00
971042.00,2018-11-17,AKU-1825400,A0009978134,Lizdas VOSS 232,1.00,vnt.,1.00 vnt.,Kauno servisas,8.72
971044.00,2018-11-18,AKU-1825415,TE10W40MOBILXHP,Alyva variklin? Delvac XHP ESP 10w-40 MOBIL 208L.,32.00,l.,32.00 l.,Vilniaus servisas,112.00
971048.00,2018-11-18,AKU-1825408,BM80433H,Katalizatorius BM CATALYSTS,1.00,vnt.,1.00 vnt.,Vilniaus servisas,200.00
971049.00,2018-11-16,AKU-1825347,A0000901551,Kuro filtras 904LA,1.00,vnt.,1.00 vnt.,Kauno realizacija,15.74
971051.00,2018-11-16,AKU-1825360,K00842,Stabilizatoriaus trauk? MEGA,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,19.89
971055.00,2018-11-18,AKU-1825422,MER-MOD-002,Pos?ki? valytuv? modulis AKUSAN,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,47.92
971057.00,2018-11-16,AKU-1825365,A000989880310,Vairo stiprintuvo alyva gelt. 1l. 236.3,1.00,vnt.,1.00 vnt.,Kauno servisas,13.11
971058.00,2018-11-16,AKU-1825357,A0115457726,Kontaktas 0055456826,1.00,vnt.,1.00 vnt.,Vilniaus servisas,1.45
971059.00,2018-11-17,AKU-1825392,076.244-00A,Sandarinimo žiedas su poveržle 16mm PE,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,0.59
